"idVersionEquipo","idEquipo","fechaRecopilacion","fechaRecopilacionTextual","velocidadPlanDeJuego","velocidadPlanDeJuegoClase","regatesPlanDeJuegoClase","pasesPlanDeJuego","pasesPlanDeJuegoClase","colocacionPlanDeJuegoClase","pasesCreacionOcasiones","pasesCreacionOcasionesClase","centrosCreacionOcasiones","centrosCreacionOcasionesClase","tirosCreacionOcasiones","tirosCreacionOcasionesClase","colocaCreacionOcasionesClase","presionDefensa","presionDefensaClase","agresividadDefensa","agresividadDefensaClase","anchuraEquipoDefensa","anchuraEquipoDefensaClase","lineaDefensivaDefensaClase"
675,55,20130920,"20/09/2013",66,"Balanced","Little",37,"Mixed","Free Form",56,"Normal",34,"Normal",63,"Normal","Free Form",43,"Medium",42,"Press",48,"Normal","Cover"
676,55,20140919,"19/09/2014",66,"Balanced","Normal",37,"Mixed","Organised",56,"Normal",34,"Normal",63,"Normal","Organised",43,"Medium",42,"Press",48,"Normal","Cover"
677,55,20150910,"10/09/2015",66,"Balanced","Normal",36,"Mixed","Organised",60,"Normal",34,"Normal",64,"Normal","Organised",44,"Medium",58,"Press",50,"Normal","Cover"
580,56,20100222,"22/02/2010",60,"Balanced","Little",50,"Mixed","Organised",50,"Normal",40,"Normal",70,"Lots","Organised",55,"Medium",50,"Press",70,"Wide","Cover"
581,56,20110222,"22/02/2011",60,"Balanced","Little",35,"Mixed","Free Form",50,"Normal",35,"Normal",51,"Normal","Organised",45,"Medium",50,"Press",35,"Normal","Cover"
582,56,20120222,"22/02/2012",45,"Balanced","Little",50,"Mixed","Organised",65,"Normal",50,"Normal",50,"Normal","Organised",35,"Medium",45,"Press",50,"Normal","Cover"
583,56,20130920,"20/09/2013",51,"Balanced","Little",54,"Mixed","Organised",68,"Risky",52,"Normal",69,"Lots","Free Form",59,"Medium",53,"Press",54,"Normal","Cover"
584,56,20140919,"19/09/2014",49,"Balanced","Lots",54,"Mixed","Organised",68,"Risky",63,"Normal",69,"Lots","Organised",59,"Medium",53,"Press",54,"Normal","Cover"
585,56,20150910,"10/09/2015",68,"Fast","Normal",55,"Mixed","Organised",68,"Risky",80,"Lots",72,"Lots","Free Form",59,"Medium",66,"Press",65,"Normal","Cover"
73,57,20100222,"22/02/2010",70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",50,"Normal","Organised",30,"Deep",70,"Double",30,"Narrow","Cover"
74,57,20110222,"22/02/2011",66,"Balanced","Little",51,"Mixed","Organised",64,"Normal",64,"Normal",48,"Normal","Organised",54,"Medium",44,"Press",49,"Normal","Cover"
75,57,20120222,"22/02/2012",60,"Balanced","Little",72,"Long","Organised",40,"Normal",56,"Normal",72,"Lots","Organised",38,"Medium",42,"Press",42,"Normal","Cover"
76,57,20130920,"20/09/2013",60,"Balanced","Little",40,"Mixed","Organised",40,"Normal",56,"Normal",57,"Normal","Organised",38,"Medium",42,"Press",52,"Normal","Cover"
77,57,20140919,"19/09/2014",60,"Balanced","Little",56,"Mixed","Organised",49,"Normal",56,"Normal",72,"Lots","Organised",38,"Medium",42,"Press",42,"Normal","Cover"
78,57,20150910,"10/09/2015",60,"Balanced","Little",46,"Mixed","Organised",43,"Normal",55,"Normal",37,"Normal","Organised",38,"Medium",42,"Press",42,"Normal","Cover"
383,58,20100222,"22/02/2010",50,"Balanced","Little",30,"Short","Organised",50,"Normal",60,"Normal",65,"Normal","Organised",30,"Deep",50,"Press",30,"Narrow","Offside Trap"
384,58,20110222,"22/02/2011",65,"Balanced","Little",65,"Mixed","Organised",35,"Normal",65,"Normal",50,"Normal","Organised",35,"Medium",35,"Press",65,"Normal","Cover"
385,58,20120222,"22/02/2012",50,"Balanced","Little",49,"Mixed","Organised",49,"Normal",54,"Normal",53,"Normal","Organised",46,"Medium",47,"Press",50,"Normal","Cover"
386,58,20140919,"19/09/2014",55,"Balanced","Normal",49,"Mixed","Organised",49,"Normal",54,"Normal",53,"Normal","Organised",46,"Medium",54,"Press",50,"Normal","Cover"
387,58,20150910,"10/09/2015",55,"Balanced","Normal",49,"Mixed","Organised",46,"Normal",54,"Normal",53,"Normal","Organised",39,"Medium",46,"Press",42,"Normal","Cover"
569,59,20100222,"22/02/2010",35,"Balanced","Little",30,"Short","Organised",30,"Safe",30,"Little",55,"Normal","Organised",40,"Medium",65,"Press",55,"Normal","Offside Trap"
570,59,20110222,"22/02/2011",50,"Balanced","Little",50,"Mixed","Organised",50,"Normal",65,"Normal",55,"Normal","Organised",40,"Medium",45,"Press",55,"Normal","Offside Trap"
571,59,20120222,"22/02/2012",45,"Balanced","Little",50,"Mixed","Organised",50,"Normal",50,"Normal",50,"Normal","Organised",45,"Medium",45,"Press",50,"Normal","Cover"
572,59,20130920,"20/09/2013",47,"Balanced","Little",48,"Mixed","Organised",54,"Normal",56,"Normal",52,"Normal","Free Form",37,"Medium",49,"Press",51,"Normal","Cover"
573,59,20140919,"19/09/2014",47,"Balanced","Normal",48,"Mixed","Organised",64,"Normal",67,"Lots",52,"Normal","Organised",44,"Medium",49,"Press",51,"Normal","Cover"
821,60,20100222,"22/02/2010",55,"Balanced","Little",40,"Mixed","Organised",70,"Risky",55,"Normal",70,"Lots","Organised",70,"High",50,"Press",60,"Normal","Cover"
822,60,20110222,"22/02/2011",68,"Fast","Little",55,"Mixed","Organised",72,"Risky",70,"Lots",54,"Normal","Organised",51,"Medium",58,"Press",56,"Normal","Cover"
823,60,20120222,"22/02/2012",46,"Balanced","Little",44,"Mixed","Organised",52,"Normal",60,"Normal",40,"Normal","Organised",37,"Medium",40,"Press",45,"Normal","Cover"
824,60,20130920,"20/09/2013",50,"Balanced","Little",44,"Mixed","Organised",52,"Normal",60,"Normal",40,"Normal","Free Form",37,"Medium",40,"Press",45,"Normal","Cover"
825,60,20140919,"19/09/2014",50,"Balanced","Normal",44,"Mixed","Organised",52,"Normal",60,"Normal",40,"Normal","Organised",37,"Medium",40,"Press",45,"Normal","Cover"
826,60,20150910,"10/09/2015",50,"Balanced","Normal",44,"Mixed","Organised",52,"Normal",60,"Normal",40,"Normal","Free Form",37,"Medium",40,"Press",45,"Normal","Cover"
85,61,20100222,"22/02/2010",55,"Balanced","Little",70,"Long","Organised",70,"Risky",70,"Lots",45,"Normal","Organised",35,"Medium",70,"Double",35,"Normal","Cover"
86,61,20110222,"22/02/2011",45,"Balanced","Little",70,"Long","Organised",55,"Normal",70,"Lots",50,"Normal","Organised",40,"Medium",55,"Press",50,"Normal","Cover"
87,61,20120222,"22/02/2012",57,"Balanced","Little",56,"Mixed","Organised",45,"Normal",54,"Normal",54,"Normal","Organised",48,"Medium",48,"Press",58,"Normal","Cover"
88,61,20130920,"20/09/2013",57,"Balanced","Little",53,"Mixed","Organised",42,"Normal",38,"Normal",54,"Normal","Organised",39,"Medium",48,"Press",58,"Normal","Cover"
89,61,20140919,"19/09/2014",57,"Balanced","Normal",73,"Long","Organised",72,"Risky",43,"Normal",56,"Normal","Organised",39,"Medium",48,"Press",58,"Normal","Cover"
90,61,20150910,"10/09/2015",57,"Balanced","Normal",61,"Mixed","Organised",72,"Risky",60,"Normal",38,"Normal","Organised",39,"Medium",48,"Press",58,"Normal","Cover"
882,62,20100222,"22/02/2010",40,"Balanced","Little",30,"Short","Free Form",50,"Normal",40,"Normal",70,"Lots","Organised",45,"Medium",30,"Contain",35,"Normal","Offside Trap"
883,62,20110222,"22/02/2011",54,"Balanced","Little",43,"Mixed","Organised",54,"Normal",51,"Normal",60,"Normal","Organised",49,"Medium",49,"Press",51,"Normal","Cover"
884,62,20120222,"22/02/2012",24,"Slow","Little",36,"Mixed","Organised",60,"Normal",52,"Normal",59,"Normal","Organised",48,"Medium",53,"Press",70,"Wide","Cover"
885,62,20130920,"20/09/2013",28,"Slow","Little",36,"Mixed","Organised",60,"Normal",52,"Normal",59,"Normal","Organised",48,"Medium",53,"Press",70,"Wide","Cover"
886,62,20140919,"19/09/2014",35,"Balanced","Normal",36,"Mixed","Organised",60,"Normal",52,"Normal",59,"Normal","Organised",48,"Medium",53,"Press",65,"Normal","Cover"
887,62,20150910,"10/09/2015",60,"Balanced","Normal",50,"Mixed","Organised",54,"Normal",60,"Normal",52,"Normal","Organised",49,"Medium",53,"Press",53,"Normal","Cover"
621,63,20100222,"22/02/2010",45,"Balanced","Little",30,"Short","Free Form",55,"Normal",45,"Normal",70,"Lots","Free Form",30,"Deep",35,"Press",60,"Normal","Offside Trap"
622,63,20110222,"22/02/2011",65,"Balanced","Little",50,"Mixed","Organised",50,"Normal",60,"Normal",50,"Normal","Free Form",50,"Medium",50,"Press",50,"Normal","Offside Trap"
623,63,20120222,"22/02/2012",45,"Balanced","Little",50,"Mixed","Organised",65,"Normal",20,"Little",50,"Normal","Free Form",45,"Medium",45,"Press",50,"Normal","Cover"
624,63,20130920,"20/09/2013",48,"Balanced","Little",54,"Mixed","Organised",51,"Normal",53,"Normal",64,"Normal","Free Form",48,"Medium",49,"Press",53,"Normal","Cover"
625,63,20140919,"19/09/2014",48,"Balanced","Lots",52,"Mixed","Organised",66,"Normal",36,"Normal",75,"Lots","Organised",58,"Medium",57,"Press",49,"Normal","Cover"
626,63,20150910,"10/09/2015",48,"Balanced","Lots",52,"Mixed","Organised",66,"Normal",36,"Normal",69,"Lots","Organised",58,"Medium",57,"Press",49,"Normal","Cover"
346,64,20100222,"22/02/2010",60,"Balanced","Little",40,"Mixed","Organised",45,"Normal",35,"Normal",55,"Normal","Organised",30,"Deep",70,"Double",30,"Narrow","Offside Trap"
347,64,20110222,"22/02/2011",65,"Balanced","Little",45,"Mixed","Organised",65,"Normal",65,"Normal",50,"Normal","Organised",45,"Medium",45,"Press",50,"Normal","Cover"
348,64,20120222,"22/02/2012",59,"Balanced","Little",52,"Mixed","Organised",48,"Normal",34,"Normal",52,"Normal","Organised",38,"Medium",47,"Press",53,"Normal","Cover"
349,64,20130920,"20/09/2013",59,"Balanced","Little",52,"Mixed","Organised",48,"Normal",34,"Normal",52,"Normal","Organised",38,"Medium",47,"Press",53,"Normal","Cover"
350,64,20140919,"19/09/2014",59,"Balanced","Normal",52,"Mixed","Organised",48,"Normal",38,"Normal",52,"Normal","Organised",38,"Medium",47,"Press",53,"Normal","Cover"
351,64,20150910,"10/09/2015",59,"Balanced","Normal",52,"Mixed","Organised",48,"Normal",38,"Normal",52,"Normal","Organised",38,"Medium",47,"Press",53,"Normal","Cover"
876,65,20100222,"22/02/2010",30,"Slow","Little",30,"Short","Organised",45,"Normal",40,"Normal",70,"Lots","Organised",30,"Deep",35,"Press",50,"Normal","Cover"
877,65,20110222,"22/02/2011",68,"Fast","Little",56,"Mixed","Organised",69,"Risky",55,"Normal",58,"Normal","Organised",37,"Medium",47,"Press",54,"Normal","Cover"
878,65,20120222,"22/02/2012",53,"Balanced","Little",63,"Mixed","Organised",55,"Normal",61,"Normal",52,"Normal","Organised",47,"Medium",52,"Press",56,"Normal","Cover"
879,65,20130920,"20/09/2013",57,"Balanced","Little",63,"Mixed","Organised",55,"Normal",61,"Normal",52,"Normal","Organised",47,"Medium",52,"Press",56,"Normal","Cover"
880,65,20140919,"19/09/2014",57,"Balanced","Normal",63,"Mixed","Organised",55,"Normal",61,"Normal",52,"Normal","Organised",47,"Medium",52,"Press",56,"Normal","Cover"
881,65,20150910,"10/09/2015",62,"Balanced","Normal",65,"Mixed","Organised",71,"Risky",42,"Normal",65,"Normal","Organised",36,"Medium",33,"Contain",42,"Normal","Cover"
205,66,20100222,"22/02/2010",30,"Slow","Little",70,"Long","Organised",35,"Normal",65,"Normal",35,"Normal","Organised",30,"Deep",55,"Press",30,"Narrow","Cover"
206,66,20110222,"22/02/2011",35,"Balanced","Little",65,"Mixed","Organised",35,"Normal",65,"Normal",50,"Normal","Organised",35,"Medium",45,"Press",65,"Normal","Cover"
207,66,20120222,"22/02/2012",64,"Balanced","Little",49,"Mixed","Organised",51,"Normal",63,"Normal",50,"Normal","Organised",34,"Medium",45,"Press",36,"Normal","Cover"
208,66,20130920,"20/09/2013",64,"Balanced","Little",49,"Mixed","Organised",51,"Normal",63,"Normal",50,"Normal","Organised",34,"Medium",45,"Press",41,"Normal","Cover"
209,66,20140919,"19/09/2014",64,"Balanced","Normal",49,"Mixed","Organised",51,"Normal",63,"Normal",50,"Normal","Organised",34,"Medium",45,"Press",36,"Normal","Cover"
210,66,20150910,"10/09/2015",64,"Balanced","Normal",49,"Mixed","Organised",51,"Normal",63,"Normal",50,"Normal","Organised",34,"Medium",45,"Press",40,"Normal","Cover"
79,67,20100222,"22/02/2010",70,"Fast","Little",50,"Mixed","Organised",50,"Normal",65,"Normal",50,"Normal","Organised",50,"Medium",50,"Press",50,"Normal","Cover"
80,67,20110222,"22/02/2011",60,"Balanced","Little",55,"Mixed","Free Form",70,"Risky",70,"Lots",70,"Lots","Organised",30,"Deep",40,"Press",60,"Normal","Cover"
81,67,20120222,"22/02/2012",44,"Balanced","Little",47,"Mixed","Organised",52,"Normal",63,"Normal",61,"Normal","Organised",43,"Medium",44,"Press",51,"Normal","Cover"
82,67,20130920,"20/09/2013",42,"Balanced","Little",46,"Mixed","Organised",45,"Normal",58,"Normal",68,"Lots","Organised",63,"Medium",61,"Press",57,"Normal","Cover"
83,67,20140919,"19/09/2014",41,"Balanced","Normal",38,"Mixed","Organised",41,"Normal",59,"Normal",62,"Normal","Organised",58,"Medium",51,"Press",56,"Normal","Cover"
84,67,20150910,"10/09/2015",47,"Balanced","Normal",40,"Mixed","Organised",41,"Normal",41,"Normal",63,"Normal","Organised",63,"Medium",54,"Press",56,"Normal","Cover"
319,68,20100222,"22/02/2010",30,"Slow","Little",30,"Short","Organised",60,"Normal",50,"Normal",70,"Lots","Organised",70,"High",60,"Press",70,"Wide","Offside Trap"
320,68,20110222,"22/02/2011",65,"Balanced","Little",50,"Mixed","Organised",50,"Normal",65,"Normal",65,"Normal","Organised",45,"Medium",55,"Press",50,"Normal","Cover"
321,68,20120222,"22/02/2012",64,"Balanced","Little",49,"Mixed","Organised",49,"Normal",53,"Normal",34,"Normal","Organised",46,"Medium",44,"Press",49,"Normal","Cover"
322,68,20130920,"20/09/2013",64,"Balanced","Little",49,"Mixed","Organised",49,"Normal",53,"Normal",37,"Normal","Organised",42,"Medium",44,"Press",49,"Normal","Cover"
323,68,20140919,"19/09/2014",64,"Balanced","Normal",49,"Mixed","Organised",49,"Normal",53,"Normal",34,"Normal","Organised",46,"Medium",44,"Press",49,"Normal","Cover"
324,68,20150910,"10/09/2015",64,"Balanced","Normal",50,"Mixed","Organised",49,"Normal",53,"Normal",46,"Normal","Organised",46,"Medium",44,"Press",49,"Normal","Cover"
293,69,20100222,"22/02/2010",55,"Balanced","Little",45,"Mixed","Organised",70,"Risky",65,"Normal",70,"Lots","Free Form",65,"Medium",70,"Double",65,"Normal","Offside Trap"
294,69,20110222,"22/02/2011",65,"Balanced","Little",35,"Mixed","Organised",65,"Normal",65,"Normal",80,"Lots","Free Form",55,"Medium",55,"Press",65,"Normal","Cover"
295,69,20120222,"22/02/2012",48,"Balanced","Little",50,"Mixed","Organised",49,"Normal",51,"Normal",48,"Normal","Organised",44,"Medium",48,"Press",51,"Normal","Cover"
296,69,20130920,"20/09/2013",48,"Balanced","Little",50,"Mixed","Organised",49,"Normal",77,"Lots",64,"Normal","Organised",44,"Medium",48,"Press",54,"Normal","Cover"
297,69,20140919,"19/09/2014",51,"Balanced","Normal",50,"Mixed","Organised",49,"Normal",69,"Lots",68,"Lots","Organised",48,"Medium",48,"Press",60,"Normal","Cover"
298,69,20150910,"10/09/2015",51,"Balanced","Lots",41,"Mixed","Organised",49,"Normal",69,"Lots",31,"Little","Organised",48,"Medium",48,"Press",60,"Normal","Cover"
666,70,20100222,"22/02/2010",64,"Balanced","Little",35,"Mixed","Organised",30,"Safe",50,"Normal",70,"Lots","Organised",35,"Medium",30,"Contain",55,"Normal","Offside Trap"
667,70,20110222,"22/02/2011",70,"Fast","Little",49,"Mixed","Organised",66,"Normal",50,"Normal",50,"Normal","Organised",44,"Medium",45,"Press",55,"Normal","Offside Trap"
668,70,20120222,"22/02/2012",75,"Fast","Little",45,"Mixed","Organised",65,"Normal",65,"Normal",50,"Normal","Organised",45,"Medium",55,"Press",50,"Normal","Cover"
669,70,20130920,"20/09/2013",78,"Fast","Little",63,"Mixed","Free Form",69,"Risky",78,"Lots",52,"Normal","Free Form",40,"Medium",63,"Press",57,"Normal","Cover"
670,70,20140919,"19/09/2014",71,"Fast","Lots",63,"Mixed","Organised",69,"Risky",78,"Lots",52,"Normal","Organised",40,"Medium",46,"Press",57,"Normal","Cover"
671,70,20150910,"10/09/2015",68,"Fast","Normal",63,"Mixed","Organised",69,"Risky",68,"Lots",52,"Normal","Organised",40,"Medium",57,"Press",57,"Normal","Cover"
127,71,20100222,"22/02/2010",70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",70,"Lots","Organised",70,"High",70,"Double",70,"Wide","Cover"
128,71,20110222,"22/02/2011",55,"Balanced","Little",55,"Mixed","Organised",60,"Normal",60,"Normal",45,"Normal","Organised",45,"Medium",45,"Press",50,"Normal","Cover"
129,71,20120222,"22/02/2012",67,"Fast","Little",68,"Long","Organised",42,"Normal",68,"Lots",56,"Normal","Organised",48,"Medium",60,"Press",45,"Normal","Cover"
130,71,20130920,"20/09/2013",63,"Balanced","Little",61,"Mixed","Organised",42,"Normal",73,"Lots",56,"Normal","Organised",42,"Medium",48,"Press",52,"Normal","Cover"
131,71,20140919,"19/09/2014",47,"Balanced","Little",58,"Mixed","Organised",55,"Normal",64,"Normal",56,"Normal","Organised",47,"Medium",48,"Press",52,"Normal","Cover"
132,71,20150910,"10/09/2015",46,"Balanced","Normal",54,"Mixed","Organised",55,"Normal",47,"Normal",48,"Normal","Organised",47,"Medium",48,"Press",55,"Normal","Cover"
809,72,20100222,"22/02/2010",45,"Balanced","Little",45,"Mixed","Organised",30,"Safe",50,"Normal",55,"Normal","Free Form",50,"Medium",45,"Press",55,"Normal","Offside Trap"
810,72,20110222,"22/02/2011",37,"Balanced","Little",51,"Mixed","Organised",68,"Risky",66,"Normal",72,"Lots","Free Form",42,"Medium",40,"Press",53,"Normal","Cover"
811,72,20120222,"22/02/2012",55,"Balanced","Little",37,"Mixed","Organised",59,"Normal",43,"Normal",53,"Normal","Organised",58,"Medium",49,"Press",58,"Normal","Cover"
812,72,20130920,"20/09/2013",59,"Balanced","Little",37,"Mixed","Organised",59,"Normal",43,"Normal",53,"Normal","Organised",58,"Medium",49,"Press",58,"Normal","Cover"
813,72,20140919,"19/09/2014",59,"Balanced","Normal",37,"Mixed","Organised",59,"Normal",43,"Normal",53,"Normal","Organised",58,"Medium",49,"Press",58,"Normal","Cover"
814,72,20150910,"10/09/2015",59,"Balanced","Normal",37,"Mixed","Organised",59,"Normal",43,"Normal",53,"Normal","Organised",58,"Medium",49,"Press",58,"Normal","Cover"
768,73,20100222,"22/02/2010",55,"Balanced","Little",30,"Short","Free Form",70,"Risky",60,"Normal",70,"Lots","Free Form",65,"Medium",40,"Press",65,"Normal","Offside Trap"
769,73,20110222,"22/02/2011",54,"Balanced","Little",39,"Mixed","Free Form",67,"Risky",60,"Normal",67,"Lots","Free Form",68,"High",55,"Press",55,"Normal","Cover"
770,73,20120222,"22/02/2012",45,"Balanced","Little",35,"Mixed","Free Form",71,"Risky",54,"Normal",73,"Lots","Free Form",49,"Medium",60,"Press",68,"Wide","Cover"
771,73,20130920,"20/09/2013",50,"Balanced","Little",41,"Mixed","Organised",68,"Risky",54,"Normal",72,"Lots","Free Form",39,"Medium",49,"Press",65,"Normal","Cover"
772,73,20140919,"19/09/2014",50,"Balanced","Normal",41,"Mixed","Organised",68,"Risky",54,"Normal",69,"Lots","Free Form",39,"Medium",49,"Press",65,"Normal","Cover"
773,73,20150910,"10/09/2015",50,"Balanced","Normal",46,"Mixed","Free Form",61,"Normal",41,"Normal",63,"Normal","Free Form",52,"Medium",60,"Press",63,"Normal","Cover"
780,74,20100222,"22/02/2010",42,"Balanced","Little",30,"Short","Free Form",65,"Normal",40,"Normal",70,"Lots","Free Form",70,"High",30,"Contain",70,"Wide","Offside Trap"
781,74,20110222,"22/02/2011",43,"Balanced","Little",34,"Mixed","Free Form",59,"Normal",25,"Little",68,"Lots","Free Form",67,"High",43,"Press",68,"Wide","Cover"
782,74,20120222,"22/02/2012",24,"Slow","Little",25,"Short","Free Form",37,"Normal",24,"Little",54,"Normal","Free Form",66,"Medium",63,"Press",66,"Normal","Cover"
783,74,20130920,"20/09/2013",35,"Balanced","Little",32,"Short","Free Form",37,"Normal",31,"Little",35,"Normal","Free Form",61,"Medium",63,"Press",65,"Normal","Cover"
784,74,20140919,"19/09/2014",35,"Balanced","Normal",32,"Short","Free Form",37,"Normal",31,"Little",35,"Normal","Free Form",61,"Medium",63,"Press",65,"Normal","Cover"
785,74,20150910,"10/09/2015",36,"Balanced","Normal",51,"Mixed","Free Form",36,"Normal",49,"Normal",56,"Normal","Free Form",61,"Medium",65,"Press",65,"Normal","Cover"
651,75,20100222,"22/02/2010",55,"Balanced","Little",55,"Mixed","Free Form",50,"Normal",55,"Normal",70,"Lots","Organised",50,"Medium",60,"Press",55,"Normal","Cover"
652,75,20110222,"22/02/2011",55,"Balanced","Little",50,"Mixed","Free Form",50,"Normal",55,"Normal",65,"Normal","Organised",50,"Medium",60,"Press",55,"Normal","Cover"
653,75,20120222,"22/02/2012",45,"Balanced","Little",50,"Mixed","Organised",65,"Normal",50,"Normal",65,"Normal","Organised",35,"Medium",55,"Press",35,"Normal","Cover"
654,75,20130920,"20/09/2013",67,"Fast","Little",67,"Long","Organised",68,"Risky",52,"Normal",66,"Normal","Free Form",36,"Medium",57,"Press",38,"Normal","Cover"
655,75,20140919,"19/09/2014",67,"Fast","Normal",67,"Long","Organised",68,"Risky",69,"Lots",66,"Normal","Organised",23,"Deep",57,"Press",34,"Normal","Cover"
656,75,20150910,"10/09/2015",58,"Balanced","Lots",54,"Mixed","Organised",56,"Normal",60,"Normal",53,"Normal","Organised",47,"Medium",49,"Press",63,"Normal","Cover"
281,76,20100222,"22/02/2010",70,"Fast","Little",60,"Mixed","Organised",50,"Normal",45,"Normal",55,"Normal","Organised",55,"Medium",70,"Double",55,"Normal","Cover"
282,76,20110222,"22/02/2011",65,"Balanced","Little",65,"Mixed","Organised",50,"Normal",80,"Lots",50,"Normal","Organised",55,"Medium",55,"Press",35,"Normal","Cover"
283,76,20120222,"22/02/2012",34,"Balanced","Little",23,"Short","Organised",63,"Normal",52,"Normal",49,"Normal","Free Form",58,"Medium",56,"Press",48,"Normal","Cover"
284,76,20130920,"20/09/2013",34,"Balanced","Little",42,"Mixed","Organised",63,"Normal",52,"Normal",49,"Normal","Organised",47,"Medium",42,"Press",48,"Normal","Cover"
285,76,20140919,"19/09/2014",45,"Balanced","Normal",42,"Mixed","Organised",68,"Risky",52,"Normal",49,"Normal","Organised",59,"Medium",42,"Press",48,"Normal","Cover"
286,76,20150910,"10/09/2015",45,"Balanced","Normal",43,"Mixed","Organised",68,"Risky",52,"Normal",64,"Normal","Organised",59,"Medium",42,"Press",48,"Normal","Cover"
31,77,20100222,"22/02/2010",50,"Balanced","Little",35,"Mixed","Organised",50,"Normal",60,"Normal",70,"Lots","Organised",40,"Medium",60,"Press",40,"Normal","Cover"
32,77,20110222,"22/02/2011",60,"Balanced","Little",50,"Mixed","Organised",40,"Normal",45,"Normal",60,"Normal","Organised",55,"Medium",55,"Press",50,"Normal","Cover"
33,77,20120222,"22/02/2012",60,"Balanced","Little",60,"Mixed","Organised",48,"Normal",73,"Lots",53,"Normal","Organised",50,"Medium",48,"Press",62,"Normal","Cover"
34,77,20130920,"20/09/2013",39,"Balanced","Little",44,"Mixed","Organised",42,"Normal",34,"Normal",54,"Normal","Organised",59,"Medium",52,"Press",61,"Normal","Cover"
35,77,20140919,"19/09/2014",71,"Fast","Normal",32,"Short","Organised",34,"Normal",41,"Normal",61,"Normal","Organised",51,"Medium",48,"Press",62,"Normal","Cover"
36,77,20150910,"10/09/2015",66,"Balanced","Normal",45,"Mixed","Organised",34,"Normal",34,"Normal",46,"Normal","Organised",51,"Medium",52,"Press",61,"Normal","Cover"
37,78,20100222,"22/02/2010",58,"Balanced","Little",30,"Short","Organised",31,"Safe",70,"Lots",50,"Normal","Organised",30,"Deep",70,"Double",30,"Narrow","Cover"
38,78,20110222,"22/02/2011",35,"Balanced","Little",35,"Mixed","Organised",30,"Safe",45,"Normal",45,"Normal","Organised",45,"Medium",45,"Press",50,"Normal","Cover"
39,78,20120222,"22/02/2012",63,"Balanced","Little",64,"Mixed","Organised",44,"Normal",60,"Normal",55,"Normal","Organised",30,"Deep",34,"Press",38,"Normal","Cover"
40,78,20130920,"20/09/2013",72,"Fast","Little",73,"Long","Organised",61,"Normal",74,"Lots",32,"Little","Organised",30,"Deep",37,"Press",41,"Normal","Cover"
41,78,20140919,"19/09/2014",72,"Fast","Normal",73,"Long","Organised",68,"Risky",71,"Lots",32,"Little","Organised",30,"Deep",34,"Press",41,"Normal","Cover"
42,78,20150910,"10/09/2015",77,"Fast","Normal",57,"Mixed","Organised",68,"Risky",73,"Lots",29,"Little","Organised",30,"Deep",37,"Press",41,"Normal","Cover"
67,79,20100222,"22/02/2010",55,"Balanced","Little",70,"Long","Organised",60,"Normal",70,"Lots",55,"Normal","Organised",45,"Medium",70,"Double",45,"Normal","Cover"
68,79,20110222,"22/02/2011",55,"Balanced","Little",65,"Mixed","Organised",50,"Normal",50,"Normal",35,"Normal","Organised",45,"Medium",60,"Press",55,"Normal","Cover"
69,79,20120222,"22/02/2012",57,"Balanced","Little",57,"Mixed","Organised",55,"Normal",45,"Normal",40,"Normal","Organised",42,"Medium",50,"Press",38,"Normal","Cover"
70,79,20130920,"20/09/2013",44,"Balanced","Little",64,"Mixed","Organised",55,"Normal",52,"Normal",40,"Normal","Organised",42,"Medium",50,"Press",38,"Normal","Cover"
71,79,20140919,"19/09/2014",44,"Balanced","Little",62,"Mixed","Organised",63,"Normal",61,"Normal",40,"Normal","Organised",50,"Medium",50,"Press",47,"Normal","Cover"
72,79,20150910,"10/09/2015",60,"Balanced","Normal",65,"Mixed","Organised",59,"Normal",58,"Normal",42,"Normal","Organised",50,"Medium",50,"Press",57,"Normal","Cover"
121,80,20100222,"22/02/2010",70,"Fast","Little",70,"Long","Organised",70,"Risky",70,"Lots",70,"Lots","Organised",70,"High",70,"Double",70,"Wide","Cover"
122,80,20110222,"22/02/2011",45,"Balanced","Little",60,"Mixed","Organised",35,"Normal",50,"Normal",40,"Normal","Organised",30,"Deep",60,"Press",45,"Normal","Cover"
123,80,20120222,"22/02/2012",51,"Balanced","Little",55,"Mixed","Organised",41,"Normal",62,"Normal",56,"Normal","Organised",42,"Medium",48,"Press",54,"Normal","Cover"
124,80,20130920,"20/09/2013",56,"Balanced","Little",57,"Mixed","Organised",45,"Normal",71,"Lots",41,"Normal","Organised",42,"Medium",44,"Press",54,"Normal","Cover"
125,80,20140919,"19/09/2014",56,"Balanced","Normal",79,"Long","Organised",77,"Risky",71,"Lots",56,"Normal","Organised",42,"Medium",48,"Press",54,"Normal","Cover"
126,80,20150910,"10/09/2015",56,"Balanced","Little",75,"Long","Organised",77,"Risky",62,"Normal",64,"Normal","Organised",42,"Medium",47,"Press",54,"Normal","Cover"
19,81,20100222,"22/02/2010",65,"Balanced","Little",40,"Mixed","Organised",70,"Risky",70,"Lots",55,"Normal","Organised",70,"High",70,"Double",70,"Wide","Cover"
20,81,20110222,"22/02/2011",60,"Balanced","Little",65,"Mixed","Organised",40,"Normal",50,"Normal",45,"Normal","Organised",35,"Medium",55,"Press",60,"Normal","Cover"
